Name,Publisher,Year,Global_Sales
The Hustle: Detroit Streets,Activision,2006,0.04
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,Sega,1995,0.04
Tomoyo After: It's a Wonderful Life CS Edition,Prototype,2009,0.04
Guilty Gear XX Accent Core,Unknown,2007,0.04
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,Success,2005,0.04
Atelier Escha & Logy: Alchemists of the Dusk Sky,Tecmo Koei,2015,0.04
Millipede / Super Breakout / Lunar Lander,Zoo Digital Publishing,2005,0.04
World Trigger: Borderless Mission,Namco Bandai Games,2015,0.04
Disney's Donald Duck: Goin' Quackers,Ubisoft,2002,0.04
RollerCoaster Tycoon,Microprose,N/A,0.04
Assault Rigs,Electronic Arts Victor,1996,0.04
Backyard Baseball '09,Atari,2008,0.04
World Championship Spelling,505 Games,2010,0.04
Yes! PreCure 5,Namco Bandai Games,2007,0.04
Bionicle Heroes,Eidos Interactive,2007,0.04
Tom Clancy's HAWX,Ubisoft,2009,0.04
Exist Archive: The Other Side of the Sky,Aksys Games,2015,0.04
Honda ATV Fever,Storm City Games,2010,0.04
Operation Flashpoint: Elite,Codemasters,2005,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,Tecmo Koei,2016,0.04
"Roswell Conspiracies: Aliens, Myths & Legends",Red Storm Entertainment,2001,0.04
Front Mission,Square Enix,2007,0.04
Dead Island Definitive Collection,Deep Silver,2016,0.04
Sekai no Gohan Shaberu! DS Oryouri Navi,Nintendo,2008,0.04
Rugby Challenge 3,Alternative Software,2016,0.04
Boktai 2: Solar Boy Django,Konami Digital Entertainment,2004,0.04
Praetorians,Eidos Interactive,2003,0.04
Candace Kane's Candy Factory,Destineer,2008,0.04
Nobunaga's Ambition (3DS),Tecmo Koei,2013,0.04
Angelique Duet,Tecmo Koei,1998,0.04
Shin Fortune Quest: Sokutaku no Kishi,Media Works,1996,0.04
Resident Evil 6,Capcom,2012,0.04
Crushed Baseball,Summitsoft,2004,0.04
Dark Arena,THQ,2002,0.04
Just Sing! Vol. 2,PQube,2011,0.04
Heatseeker,Codemasters,2007,0.04
IL-2 Sturmovik: 1946,Ubisoft,2006,0.04
Jerry Rice and Nitus' Dog Football,Tommo,2011,0.04
TOCA Race Driver 2,Codemasters,2004,0.04
I.Q. Remix+: Intelligent Qube,Sony Computer Entertainment,2000,0.04
Sébastien Loeb Rally Evo,Milestone S.r.l,2016,0.04
Growlanser,Atlus,2009,0.04
Trollz: Hair Affair!,Ubisoft,2005,0.04
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,Paon,2007,0.04
Grand Slam,Virgin Interactive,1997,0.04
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,Namco Bandai Games,2009,0.04
The King of Fighters 2000,Playmore,2002,0.04
Coraline,D3Publisher,2009,0.04
FIFA Street 2,Electronic Arts,2006,0.04
M&M's Beach Party,Zoo Digital Publishing,2009,0.04
Dead Head Fred,D3Publisher,2007,0.04
D.C.F.S.: Da Capo Four Seasons,Kadokawa Shoten,2005,0.04
Hyperdimension Neptunia mk2,Compile Heart,2014,0.04
Disney's Meet the Robinsons,Disney Interactive Studios,2007,0.04
Hanayori Danshi: Koi Seyo Onago,Konami Digital Entertainment,2008,0.04
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Nintendo,2009,0.04
Puyo Puyo Tetris,Sega,2014,0.04
Sonic the Hedgehog 2 (8-bit),Sega,1992,0.04
FlatOut 2,Empire Interactive,2006,0.04
Rogue Trooper,Eidos Interactive,2006,0.04
Spy Fiction,Sega,2003,0.04
R.B.I. Baseball 2016,MLB.com,2016,0.04
Justice League: Chronicles,Midway Games,2003,0.04
Resident Evil Director's Cut,Capcom,2006,0.04
Doko Demo Issho: Let's Gakkou!,Sony Computer Entertainment,2006,0.04
Monster Trux Arenas: Special Edition,Popcorn Arcade,2007,0.04
Conflict: Desert Storm II - Back to Bagdhad,SCi,2004,0.04
Top Gun,505 Games,2006,0.04
Gem Smashers,Crave Entertainment,2011,0.04
Split/Second,Disney Interactive Studios,2010,0.04
B's-LOG Party♪,Idea Factory,2010,0.04
King Arthur,Konami Digital Entertainment,2004,0.04
Chicken Shoot,Zoo Digital Publishing,2005,0.04
Dai Senryaku VII: Modern Military Tactics,Kool Kizz,2003,0.04
Gormiti: The Lords of Nature!,Konami Digital Entertainment,2010,0.04
White Album 2: Shiawase no Mukougawa,Aqua Plus,2012,0.04
Painkiller: Hell & Damnation,Nordic Games,2013,0.04
Go Go Ackman 3,Banpresto,1995,0.04
WSC Real 11: World Snooker Championship,Koch Media,2011,0.04
Advance Guardian Heroes,Ubisoft,2004,0.04
Casual Mania!,Foreign Media Games,2010,0.04
Castle of Shikigami III,PQube,2007,0.04
Star X,BAM! Entertainment,2002,0.04
Jewel Quest 5: The Sleepless Star,Astragon,2011,0.04
Get Up and Dance,O-Games,2011,0.04
The King of Fighters Kyo,SNK Playmore,1998,0.04
Yowamushi Pedal,Namco Bandai Games,2015,0.04
WarTech: Senko no Ronde,Ubisoft,2006,0.04
Record of Agarest War: Marriage,Compile Heart,2012,0.04
San-X Land: Theme Park de Asobou!,MTO,2006,0.04
Corpse Party: Book of Shadows,5pb,2011,0.04
428: Fuusa Sareta Shibuya de,Spike,2009,0.04
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,Konami Digital Entertainment,2006,0.04
Starry ? Sky: After Spring,Aqua Plus,2009,0.04
Life is Strange,Square Enix,2016,0.04
Need for Speed: ProStreet,Electronic Arts,2007,0.04
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,Takara Tomy,2008,0.04
Mechanic Escape,D3Publisher,2012,0.04
Pro Evolution Soccer 2016,Konami Digital Entertainment,2015,0.04
Twilight Syndrome: Kinjiratera Toshi Densetsu,Spike,2008,0.04
True Love Story 3,Enterbrain,2001,0.04
Little Battlers eXperience W,Level 5,2012,0.04
The Smurfs,Infogrames,1998,0.04
Strike Force Bowling,Crave Entertainment,2004,0.04
Chessmaster,Ubisoft,2002,0.04
Blood Will Tell: Tezuka Osamu's Dororo,Sega,2004,0.04
The Kore Gang,Flashpoint Games,2010,0.04
Red Ninja: End of Honor,Vivendi Games,2005,0.04
Kanuchi: Shiroki Tsubasa no Shou,Idea Factory,2008,0.04
Summer Athletics 2009,49Games,2009,0.04
SX Superstar,Acclaim Entertainment,2003,0.04
Katekyoo Hitman Reborn! Battle Arena,Marvelous Interactive,2008,0.04
Saint Seiya: The Hades,Namco Bandai Games,2006,0.04
Saki Portable,Alchemist,2010,0.04
Riding Stables: The Whitakers present Milton and Friends,DTP Entertainment,2011,0.04
Naruto Shippuuden: Shinobi Retsuden III,Takara Tomy,2009,0.04
Metal Gear Solid: Digital Graphic Novel,Konami Digital Entertainment,2006,0.04
Max & the Magic Marker,Unknown,2011,0.04
Outlaw Tennis,Global Star,2005,0.04
Free Running,Reef Entertainment,2009,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,Namco Bandai Games,2013,0.04
Barnyard,THQ,2006,0.04
SPRay,Tecmo Koei,2008,0.04
No Rules: Get Phat,TDK Mediactive,2001,0.04
Battle Rage,Popcorn Arcade,2008,0.04
Zombi Daisuki,ChunSoft,2011,0.04
Igor: The Game,Legacy Interactive,2008,0.04
LEGO Indiana Jones: The Original Adventures,LucasArts,2008,0.04
Card Fight!! Vanguard G: Stride to Victory!!,FuRyu,2016,0.04
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",Marvelous Interactive,2006,0.04
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,FuRyu,2014,0.04
Challenge Me: Maths Workout,Oxygen Interactive,2009,0.04
The Invincible Iron Man,Activision,2002,0.04
NASCAR 07,Electronic Arts,2006,0.04
Refrain no Chika Meikyuu to Majo no Ryodan,Nippon Ichi Software,2016,0.04
Dance Dance Revolution Disney Mix,Konami Digital Entertainment,2000,0.04
Maken Shao: Demon Sword,Midas Interactive Entertainment,2001,0.04
Playmobil Top Agents,JoWood Productions,2010,0.04
The Monkey King: The Legend Begins,Starfish,2007,0.04
Super Robot Taisen OG Infinite Battle,Namco Bandai Games,2013,0.04
Scaler,Global Star,2004,0.04
Attack of the Movies 3D,Majesco Entertainment,2010,0.04
BeatMania IIDX 16: Empress + Premium Best,Konami Digital Entertainment,2009,0.04
FIFA Soccer 2003 (weekly jp sales),Electronic Arts,2002,0.04
Emergency Room: Real Life Rescues,505 Games,2009,0.04
High Heat Baseball 2002,3DO,2001,0.04
Utawarerumono: Futari no Hakuoro,Aqua Plus,2016,0.04
Puyo Pop Fever,Ignition Entertainment,2004,0.04
The Sims 2: Pets,Electronic Arts,2006,0.04
Hana to Ikimo no Rittai Zukan,Nintendo,2011,0.04
Bloody Roar Extreme,Hudson Soft,2003,0.04
Platinum Sudoku,Ubisoft,2007,0.04
Kamen Rider: Battride War Genesis,Namco Bandai Games,2016,0.04
Tennis Masters Series 2003,Microids,2002,0.04
The Sims Deluxe,Electronic Arts,2002,0.04
Port Royale 2,Ascaron Entertainment GmbH,2004,0.04
Amagami,Kadokawa Games,2014,0.04
Duke Nukem Trilogy: Critical Mass,Deep Silver,2011,0.04
MLB SlugFest 20-04,Midway Games,2003,0.04
Pocket Pool,Conspiracy Entertainment,2007,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,Sega,2005,0.04
Lise no Atelier: Ordre no Renkinjutsushi,Gust,2007,0.04
Black & White,Electronic Arts,2001,0.04
NCIS,Ubisoft,2011,0.04
The Cube,Funbox Media,2012,0.04
Company of Heroes: Tales of Valor,THQ,2009,0.04
Myth Makers: Trixie in Toyland,Popcorn Arcade,2008,0.04
NatGeo Challenge! Wild Life,Black Bean Games,2010,0.04
Breath of Fire III,Capcom,2005,0.04
Torino 2006,Take-Two Interactive,2006,0.04
Devil May Cry 4,Capcom,2008,0.04
Amnesia,Idea Factory,2011,0.04
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,Nintendo,2006,0.04
Fashion Week Jr. Designer,505 Games,2009,0.04
Jewel Quest Mysteries 2: Trail of the Midnight Heart,Unknown,2011,0.04
Sherlock Holmes: Secret of The Silver Earring,Focus Home Interactive,2010,0.04
Metal Slug 4 & 5,SNK Playmore,2005,0.04
Great Battle Full Blast,Namco Bandai Games,2012,0.04
Guilty Gear XX Accent Core,505 Games,2007,0.04
Hitman (2016),Square Enix,2016,0.04
World Poker Tour,Take-Two Interactive,2006,0.04
Saint Seiya: Soldiers' Soul,Namco Bandai Games,2015,0.04
7 Days to Die,Telltale Games,2016,0.04
Digimon Rumble Arena 2,Atari,2004,0.04
Doki Doki! PreCure Narikiri Life!,Namco Bandai Games,2013,0.04
Gravity Falls: Legend of the Gnome Gemulets,Ubisoft,2015,0.04
Watashi no Relaxuma,Rocket Company,2007,0.04
Phantom Kingdom Portable,Nippon Ichi Software,2011,0.04
Pac-Man World Rally,Namco Bandai Games,2006,0.04
Way of the Samurai 2 Portable,Spike,2009,0.04
Heroes of Might and Magic V,Ubisoft,2006,0.04
Mazes of Fate DS,Graffiti,2008,0.04
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,Namco Bandai Games,2008,0.04
Hellboy: The Science of Evil,Konami Digital Entertainment,2008,0.04
Virtua Tennis 4,Sega,2011,0.04
Mortimer Beckett and the Secrets of Spooky Manor,Avanquest,2008,0.04
Farm Frenzy 3,Alawar Entertainment,2009,0.04
GRID,Codemasters,N/A,0.04
Little Busters! Converted Edition,Prototype,2010,0.04
Unison: Rebels of Rhythm & Dance,Tecmo Koei,2000,0.04
Ferrari Challenge Trofeo Pirelli,System 3 Arcade Software,2008,0.04
WTF: Work Time Fun,Sony Computer Entertainment,2005,0.04
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,Konami Digital Entertainment,2007,0.04
Major League Baseball 2K12,Take-Two Interactive,2012,0.04
B.L.U.E.: Legend of Water,N/A,N/A,0.04
Dark Half,Enix Corporation,1996,0.04
System 3 presents Ferrari Challenge Trofeo Pirelli,System 3 Arcade Software,2008,0.04
Luxor: Pharaoh's Challenge,Funsta,N/A,0.04
Nitroplus Blasterz: Heroines Infinite Duel,Marvelous Interactive,2015,0.04
Imperial Glory,Eidos Interactive,2005,0.04
Lionel Trains: On Track,DSI Games,2006,0.04
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,Konami Digital Entertainment,2008,0.04
Shukufuku no Campanella Portable,Kadokawa Shoten,2010,0.04
The Wolf Among Us,Telltale Games,2011,0.04
Sonic PC Collection,Sega,2009,0.04
Horses 3D,Ubisoft,2012,0.04
Yourself Fitness,responDESIGN,2005,0.04
Chaos;Head - Love Chu*Chu!,5pb,2011,0.04
Lost Planet 3,Capcom,2013,0.04
Paws & Claws: Regal Resort,THQ,2010,0.04
Hannspree Ten Kate Honda: SBK Superbike World Championship,Black Bean Games,2007,0.04
Star Trek: Shattered Universe,Global Star,2004,0.04
12Riven: The Psi-Climinal of Integral,CyberFront,2008,0.04
Battle Spirits: Digital Starter,Namco Bandai Games,2010,0.04
Rise of Nations,Microsoft Game Studios,2003,0.04
Deadliest Warrior: Ancient Combat,Cloud Imperium Games Corporation,2012,0.04
WarJetz,3DO,2001,0.04
Breeding Stud 2,Konami Digital Entertainment,1998,0.04
Banushi Life Game: Winner's Circle,Genki,2007,0.04
Catwoman,Electronic Arts,2004,0.04
Gakuen Hetalia Portable,Idea Factory,2011,0.04
Gitaroo Man Lives!,Tecmo Koei,2006,0.04
Chibi Maruko-Chan DS: Maru-Chan no Machi,Namco Bandai Games,2009,0.04
Capcom Fighting Evolution,Capcom,2005,0.04
XCOM 2,Take-Two Interactive,2016,0.04
Company of Heroes: Opposing Fronts,THQ,2007,0.04
Novastorm,Psygnosis,1995,0.04
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Spike,2012,0.04
PopCap Arcade Vol 1,PopCap Games,2007,0.04
Dead Ball Zone,GT Interactive,1998,0.04
NBA in the Zone 2000,Konami Digital Entertainment,2000,0.04
Men of War: Vietnam,Unknown,2011,0.04
NBA In The Zone '99,Konami Digital Entertainment,1998,0.04
Winning Post World 2010,Tecmo Koei,2010,0.04
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,Namco Bandai Games,2010,0.04
SWAT: Target Liberty,Vivendi Games,2007,0.04
OutRun 2006: Coast 2 Coast,Sega,2006,0.04
Haunted Casino,Societa,1996,0.04
World Series Baseball,Sega,1994,0.04
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,Konami Digital Entertainment,2012,0.04
Aeon Flux,THQ,2005,0.04
Chicken Blaster,Zushi Games,2009,0.04
Summer Challenge: Athletics Tournament,PQube,2011,0.04
S.Y.K Renshouden Portable,Idea Factory,2011,0.04
Metal Max Returns,Data East,1995,0.04
Shattered Union,Take-Two Interactive,2005,0.04
Off-Road Drive,1C Company,2011,0.04
Hanaoni: Yume no Tsudzuki,Idea Factory,2012,0.04
Mat Hoffman's Pro BMX 2,Activision,2002,0.04
Unchained Blades,FuRyu,2011,0.04
Harley-Davidson: Road Trip,Destineer,2010,0.04
Gal*Gun,Alchemist,2011,0.04
GoGo's Crazy Bones,GameMill Entertainment,2012,0.04
MLB 2K12 / NBA 2K12 Combo Pack,Take-Two Interactive,2012,0.04
Grand Theft Auto: Vice City,Take-Two Interactive,2003,0.04
NHL Hitz Pro,Unknown,N/A,0.04
Ookami Kakushi,Konami Digital Entertainment,2009,0.04
Zen-Nippon GT Senshuken,Banpresto,1995,0.04
North American Hunting Extravaganza 2,Unknown,2010,0.04
City Builder,Virtual Play Games,2010,0.04
PD Ultraman Battle Collection 64,Namco Bandai Games,1999,0.04
Monaco Grand Prix,Ubisoft,1999,0.04
Worms Armageddon,Infogrames,1999,0.04
Rally Challenge 2000,Imagineer,1999,0.04
Looney Tunes Duck Dodgers Starring: Daffy Duck,Infogrames,2000,0.04
Superman: Countdown to Apokolips,Atari,2003,0.04
Deadly Arts,Konami Digital Entertainment,1998,0.04
Kikou Heidan J-Phoenix 2,Takara,2003,0.04
Sengoku Musou 3 Z Special,Ackkstudios,2012,0.04
Dragon's Lair 3D: Return to the Lair,THQ,2002,0.04
Harukanaru Toki no Naka de 5,Tecmo Koei,2011,0.04
Meteos: Disney Magic,Disney Interactive Studios,2007,0.04
Worms 4: Mayhem,Codemasters,2005,0.04
Resident Evil: Operation Raccoon City,Capcom,2012,0.04
Winning Post 7 2012,Ackkstudios,2012,0.04
Samurai Warriors 2: Empires,Tecmo Koei,2007,0.04
Super Black Bass Fishing,Majesco Entertainment,2005,0.04
Point Blank 2,Namco Bandai Games,1998,0.04
Who Wants to Be a Millionaire: 3rd Edition,Ubisoft,2010,0.04
Test Drive: Ferrari Legends,Unknown,2012,0.04
Saru! Get You! Pipo Saru Senki,Sony Computer Entertainment,2009,0.04
Infamous: First Light,Sony Computer Entertainment,2014,0.04
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,Sega,2013,0.04
Imabikisou,Sega,2007,0.04
Logic Machines,City Interactive,2009,0.04
One Piece: Burning Blood,Namco Bandai Games,2016,0.04
Hakuouki: Reimeiroku Portable,Idea Factory,2011,0.04
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,Sega,2008,0.04
Antz Extreme Racing,Empire Interactive,2002,0.04
Motto TOEIC Test DS Training,IE Institute,2008,0.04
Super Robot Gakuen,Namco Bandai Games,2009,0.04
Atelier Iris 3: Grand Phantasm (JP Sales),Tecmo Koei,2006,0.04
Terraria,505 Games,2014,0.04
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,Happinet,2014,0.04
Empire Earth III,Vivendi Games,2007,0.04
Mike Tyson Boxing,Ubisoft,2002,0.04
Jojo's Fashion Show: Design in a Dash!,Ubisoft,2009,0.04
The Legend of Heroes: Trails in the Sky First Chapter,Falcom Corporation,2012,0.04
Go Diego Go!: Safari Rescue,Take-Two Interactive,2008,0.04
Deal or No Deal: Special Edition,Zoo Games,2010,0.04
Clannad,Interchannel,2006,0.04
Nobunaga's Ambition: Sphere of Influence,Tecmo Koei,2014,0.04
Fisherman's Challenge,Konami Digital Entertainment,2003,0.04
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,Marvelous Interactive,2009,0.04
Akko ni Omakase! Brain Shock,Taito,2006,0.04
Mission: Impossible - Operation Surma,Atari,2003,0.04
Guild Wars Trilogy,NCSoft,2005,0.04
Patrician IV,Kalypso Media,2010,0.04
Deadliest Warrior: Ancient Combat,Cloud Imperium Games Corporation,2012,0.04
King of Fighters: Maximum Impact Regulation A,SNK Playmore,2007,0.04
Who Wants to be a Millionaire: 1st Edition,Ubisoft,2007,0.04
Star Ocean 5: Integrity and Faithlessness,Square Enix,2016,0.04
Date A Live: Rine Utopia,Compile Heart,2013,0.04
CSI: Fatal Conspiracy,Ubisoft,2010,0.04
Durarara!! 3way Standoff: Alley,Kadokawa Shoten,2011,0.04
Surf's Up,Ubisoft,2007,0.04
Fritz Chess,Deep Silver,2009,0.04
The Da Vinci Code,Take-Two Interactive,2006,0.04
Famicom Mini: Clu Clu Land,Nintendo,2004,0.04
Astro Boy: The Video Game,D3Publisher,2009,0.04
Metal Slug XX,DHM Interactive,2009,0.04
Sacred Blaze,Flight-Plan,2009,0.04
Rollin' Rascals,Rising Star Games,2009,0.04
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,Namco Bandai Games,2007,0.04
Thoroughbred Breeder II Plus,Hect,1995,0.04
Pure Pinball,XS Games,2004,0.04
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,Idea Factory,2011,0.04
Zac to Ombra: Maboroshi no Yuuenchi,Konami Digital Entertainment,2010,0.04
Resident Evil: Revelations,Capcom,2013,0.04
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Namco Bandai Games,2010,0.04
Shadow of the Colossus,Sony Computer Entertainment,2011,0.04
Phantom Breaker,5pb,2011,0.04
Gummy Bears Mini Golf,Unknown,2010,0.04
Brothers In Arms DS,Ubisoft,2007,0.04
Valhalla Knights 2: Battle Stance,Marvelous Interactive,2009,0.04
99 no Namida,Namco Bandai Games,2008,0.04
Clannad,Prototype,2008,0.04
Cyber Troopers Virtual-On Marz,Sega,2003,0.04
Headhunter: Redemption,Sega,2004,0.04
Ookami to Koushinryou: Boku to Horo no Ichinen,ASCII Media Works,2008,0.04
Bomberman: Act Zero,Konami Digital Entertainment,2006,0.04
Stuntman,Atari,2003,0.04
Time Travelers,Unknown,2012,0.04
Burnout Paradise: The Ultimate Box,Electronic Arts,2009,0.04
The Chase: Felix Meets Felicity,Atari,2009,0.04
Stoked: Big Air Edition,Namco Bandai Games,2009,0.04
Syndicate Wars,Electronic Arts,1997,0.04
Castlevania: Lords of Shadow 2,Konami Digital Entertainment,2014,0.04
Draglade (JP sales),505 Games,2007,0.04
Herc's Adventures,Virgin Interactive,1997,0.04
Tiger Woods PGA Tour Golf,Ubisoft,2002,0.04
Twin Strike: Operation Thunder,Zoo Games,2008,0.04
BlazBlue: Chrono Phantasma Extend,PQube,2015,0.04
All Points Bulletin,Electronic Arts,2010,0.04
Romance of the Three Kingdoms 13,Tecmo Koei,2015,0.04
The Movies,Activision,2005,0.04
SuperCar Challenge,System 3 Arcade Software,2009,0.04
Dreamfall: The Longest Journey,Empire Interactive,2006,0.04
The Sims 4: Spa Day,Electronic Arts,2015,0.04
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,Sonnet,1995,0.04
Yuki Yuna is a Hero: Memory of the Forest,FuRyu,2015,0.04
JASF: Jane's Advanced Strike Fighters,Deep Silver,2011,0.04
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,Namco Bandai Games,2005,0.04
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,Nippon Ichi Software,2010,0.04
Zatch Bell! Mamodo Fury,Namco Bandai Games,2005,0.04
Dora's Big Birthday Adventure,Take-Two Interactive,2010,0.04
PopStar Guitar,XS Games,2008,0.04
Haikyu!! Cross Team Match!,Namco Bandai Games,2016,0.04
NHL Blades of Steel 2000,Konami Digital Entertainment,1999,0.04
Outlaw Volleyball Remixed,Global Star,2004,0.04
The Adventures of Darwin,Essential Games,2006,0.04
Scarface: The World is Yours,Vivendi Games,2006,0.04
Blood Bowl,Focus Home Interactive,2009,0.04
FIFA World Cup Germany 2006,Electronic Arts,2006,0.04
Supreme Commander: Forged Alliance,THQ,2007,0.04
Klonoa Heroes: Densetsu no Star Medal,Namco Bandai Games,2002,0.04
Hyperdimension Neptunia Victory II,Idea Factory International,2015,0.04
Pajama Sam: You are What You Eat From Your Head to Your Feet,Infogrames,2001,0.04
Sid Meier's Railroads!,Take-Two Interactive,2006,0.04
Jig-A-Pix: Pets,Zushi Games,2009,0.04
Brothers: A Tale of Two Sons,505 Games,2015,0.04
